id,id_controle_catalogo,id_controle_contrato,entidade_codigo,entidade_sigla,entidade_razao_social,contrato_numero,contrato_objeto,contrato_gestor,contrato_equipe,contrato_data_assinatura,fornecedor_cnpj,fornecedor_razao_social,catalogo_codigo,catalogo_aprovacao,catalogo_status,catalogo_publicado,catalogo_data_aprovacao,catalogo_data_publicacao,catalogo_data_inicio,catalogo_data_termino,item_data_validade,item_codigo,item_descricao,item_codigo_corporativo,item_tipo,unidade_medida_descricao,valor_unitario,qtde_estimada,qtde_consumida,valor_estimado,valor_consumido,percentual_consumido,numero_processo_origem,inativo,usuario_nome,forma_pagamento_descricao,criado_em,atualizado_em,empresa_id
13062,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,,106824,CAMISETA COM MANGA LONGA E GOLA NA COR BEGE AREIA TAM. GG,106824,ITEM,UNIDADE,44.00,66.00,0.00,2904.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.237783-03:00,2026-09-08 00:01:26.237783-03:00,9
13063,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,2027-08-30 23:59:59-03:00,106930,CALCA UNISSEX EM BRIM LEVE NA COR BEGE TAM EXGG,106930,ITEM,UNIDADE,47.00,30.00,0.00,1410.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.244825-03:00,2026-09-08 00:01:26.244831-03:00,9
13064,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,2027-08-30 23:59:59-03:00,106931,CALCA EM BRIM LEVE BEGE TAM XGG,106931,ITEM,UNIDADE,47.00,30.00,0.00,1410.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.244832-03:00,2026-09-08 00:01:26.244832-03:00,9
13065,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,,106827,CAMISETA COM MANGA LONGA E GOLA NA COR BEGE AREIA TAM. P,106827,ITEM,UNIDADE,44.00,88.00,0.00,3872.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.247227-03:00,2026-09-08 00:01:26.247232-03:00,9
13066,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,,106826,CAMISETA COM MANGA LONGA E GOLA NA COR BEGE AREIA TAM. M,106826,ITEM,UNIDADE,44.00,238.00,0.00,10472.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.247233-03:00,2026-09-08 00:01:26.247233-03:00,9
13067,4616,3442,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTP30.2026.MAI.01200,"<span id=""docs-internal-guid-9cba30b7-7fff-b6cf-ae49-a923a5590407""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">FORNECIMENTO CONT&#205;NUO DE UNIFORMES PARA EQUIPES DE HIGIENIZA&#199;&#195;O.<br /></span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-08-31 00:00:00-03:00,37284567000147,DANIEL HENRIQUE DE SOUZA BLASSL  08574032735,CTP30.2026.MAI.01200,Aprovado,Vigente,True,2026-08-14 13:13:33.653000-03:00,2026-08-31 16:04:28.717000-03:00,2026-08-31 00:00:00-03:00,2027-08-30 23:59:59-03:00,,27287,CALCA UNISSEX EM BRIM LEVE NA COR BEGE TAM M,27287,ITEM,UNIDADE,47.00,238.00,0.00,11186.00,0.00,0.00,CTP30.2026.MAI.01200,False,DINE AMARANTES,60 DIAS,2026-09-08 00:01:26.247234-03:00,2026-09-08 00:01:26.247235-03:00,9
13068,4667,3462,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01136.8,"<p class=""western"" align=""justify"" style="" 100%;  0cm;""> Trata-se da contrata&#231;&#227;o de licen&#231;a de uso de software destinado a gest&#227;o de informa&#231;&#245;es de cl&#237;nico-epidemiol&#243;gica de pacientes de alta complexidade, contemplando os m&#243;dulos Epimed Monitor UTI Adulto, Epimed Monitor UTI Pedi&#225;trica, Epimed Monitor CCIH, bem como os servi&#231;os de integra&#231;&#227;o e implementa&#231;&#227;o/treinamento.</p>",MARÍLIA BASTOS GONTIJO PULCHERIO,JOÃO ANGELO OSELAME HOFFMANN,2026-11-23 00:00:00-03:00,10542126000141,EPIMED SOLUTIONS TECNOLOGIA DE INFORMAÇÕES MÉDICAS S.A,30.2026.01136-103,Aprovado,Previsto,False,2026-08-27 09:09:21.250000-03:00,,2026-11-27 00:00:00-03:00,2029-11-30 23:59:59-03:00,2029-11-30 23:59:59-03:00,5539S,SERV DE LICENCA DE USO EPIMED UTI,5539S,SERVIÇO,MENSALIDADE,1950.00,36.00,0.00,70200.00,0.00,0.00,CTS30.2026.MAI.01136,False,STEFANY CRISTINA PEREIRA DA SILVA,30 DIAS,2026-09-08 00:01:26.251099-03:00,2026-09-08 00:01:26.251104-03:00,9
13069,4667,3462,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01136.8,"<p class=""western"" align=""justify"" style="" 100%;  0cm;""> Trata-se da contrata&#231;&#227;o de licen&#231;a de uso de software destinado a gest&#227;o de informa&#231;&#245;es de cl&#237;nico-epidemiol&#243;gica de pacientes de alta complexidade, contemplando os m&#243;dulos Epimed Monitor UTI Adulto, Epimed Monitor UTI Pedi&#225;trica, Epimed Monitor CCIH, bem como os servi&#231;os de integra&#231;&#227;o e implementa&#231;&#227;o/treinamento.</p>",MARÍLIA BASTOS GONTIJO PULCHERIO,JOÃO ANGELO OSELAME HOFFMANN,2026-11-23 00:00:00-03:00,10542126000141,EPIMED SOLUTIONS TECNOLOGIA DE INFORMAÇÕES MÉDICAS S.A,30.2026.01136-103,Aprovado,Previsto,False,2026-08-27 09:09:21.250000-03:00,,2026-11-27 00:00:00-03:00,2029-11-30 23:59:59-03:00,2029-11-30 23:59:59-03:00,5540S,SERV DE LICENCA DE USO EPIMED CCIH,5540S,SERVIÇO,MENSALIDADE,2860.00,36.00,0.00,102960.00,0.00,0.00,CTS30.2026.MAI.01136,False,STEFANY CRISTINA PEREIRA DA SILVA,30 DIAS,2026-09-08 00:01:26.251105-03:00,2026-09-08 00:01:26.251105-03:00,9
13070,4667,3462,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01136.8,"<p class=""western"" align=""justify"" style="" 100%;  0cm;""> Trata-se da contrata&#231;&#227;o de licen&#231;a de uso de software destinado a gest&#227;o de informa&#231;&#245;es de cl&#237;nico-epidemiol&#243;gica de pacientes de alta complexidade, contemplando os m&#243;dulos Epimed Monitor UTI Adulto, Epimed Monitor UTI Pedi&#225;trica, Epimed Monitor CCIH, bem como os servi&#231;os de integra&#231;&#227;o e implementa&#231;&#227;o/treinamento.</p>",MARÍLIA BASTOS GONTIJO PULCHERIO,JOÃO ANGELO OSELAME HOFFMANN,2026-11-23 00:00:00-03:00,10542126000141,EPIMED SOLUTIONS TECNOLOGIA DE INFORMAÇÕES MÉDICAS S.A,30.2026.01136-103,Aprovado,Previsto,False,2026-08-27 09:09:21.250000-03:00,,2026-11-27 00:00:00-03:00,2029-11-30 23:59:59-03:00,2029-11-30 23:59:59-03:00,10674S,SERV LIC SOFT GEST CLIN EPIDEMIO PACIEN ALTA COMPLEX UTI PED,10674S,SERVIÇO,MENSALIDADE,1350.00,36.00,0.00,48600.00,0.00,0.00,CTS30.2026.MAI.01136,False,STEFANY CRISTINA PEREIRA DA SILVA,30 DIAS,2026-09-08 00:01:26.251106-03:00,2026-09-08 00:01:26.251107-03:00,9
13071,4667,3462,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01136.8,"<p class=""western"" align=""justify"" style="" 100%;  0cm;""> Trata-se da contrata&#231;&#227;o de licen&#231;a de uso de software destinado a gest&#227;o de informa&#231;&#245;es de cl&#237;nico-epidemiol&#243;gica de pacientes de alta complexidade, contemplando os m&#243;dulos Epimed Monitor UTI Adulto, Epimed Monitor UTI Pedi&#225;trica, Epimed Monitor CCIH, bem como os servi&#231;os de integra&#231;&#227;o e implementa&#231;&#227;o/treinamento.</p>",MARÍLIA BASTOS GONTIJO PULCHERIO,JOÃO ANGELO OSELAME HOFFMANN,2026-11-23 00:00:00-03:00,10542126000141,EPIMED SOLUTIONS TECNOLOGIA DE INFORMAÇÕES MÉDICAS S.A,30.2026.01136-103,Aprovado,Previsto,False,2026-08-27 09:09:21.250000-03:00,,2026-11-27 00:00:00-03:00,2029-11-30 23:59:59-03:00,2029-11-30 23:59:59-03:00,827S,SERV DE SETUP DE INTEGRACAO,827S,SERVIÇO,VALOR REAL,25500.00,1.00,0.00,25500.00,0.00,0.00,CTS30.2026.MAI.01136,False,STEFANY CRISTINA PEREIRA DA SILVA,30 DIAS,2026-09-08 00:01:26.251107-03:00,2026-09-08 00:01:26.251108-03:00,9
13072,4706,3029,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTS30.2025.DEZ.00439,"<p style=""font-family: Arial, sans-serif; font-size: 16px; white-space-collapse: preserve; text-align: justify;""><span style=""font-size: 12pt;"">Loca&#231;&#227;o de equipamentos de Monitor Ambulatorial de Press&#227;o Arterial (MAPA) e Digitalizador de Holter.<strong><s></s></strong></span></p><div><span style=""font-size: 12pt;""><br /></span></div>",CARLOS ALBERTO DA SILVA JÚNIOR,"MAYCON VINICIUS RODRIGUES DA SILVA, EMILENE MEDINA DE CARVALHO",2026-08-28 00:00:00-03:00,04276380000142,ITMS DO BRASIL TELEMEDICINA LTDA,CTS30.2025.DEZ.00439 1° ADITIV,Aprovado,Vigente,True,2026-09-01 11:53:28.747000-03:00,2026-09-03 09:42:30.997000-03:00,2026-08-25 00:00:00-03:00,2026-10-24 23:59:59-03:00,,5111S,SERV LOCACAO DE EQUIPAMENTO PARA EXAMES DE HOLTER,5111S,SERVIÇO,UNIDADE,2580.84,12.00,0.00,30970.08,0.00,0.00,,False,SAIRO PAULO COELHO SILVA,30 DIAS,2026-09-08 00:01:26.256299-03:00,2026-09-08 00:01:26.256304-03:00,9
13073,4706,3029,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,CTS30.2025.DEZ.00439,"<p style=""font-family: Arial, sans-serif; font-size: 16px; white-space-collapse: preserve; text-align: justify;""><span style=""font-size: 12pt;"">Loca&#231;&#227;o de equipamentos de Monitor Ambulatorial de Press&#227;o Arterial (MAPA) e Digitalizador de Holter.<strong><s></s></strong></span></p><div><span style=""font-size: 12pt;""><br /></span></div>",CARLOS ALBERTO DA SILVA JÚNIOR,"MAYCON VINICIUS RODRIGUES DA SILVA, EMILENE MEDINA DE CARVALHO",2026-08-28 00:00:00-03:00,04276380000142,ITMS DO BRASIL TELEMEDICINA LTDA,CTS30.2025.DEZ.00439 1° ADITIV,Aprovado,Vigente,True,2026-09-01 11:53:28.747000-03:00,2026-09-03 09:42:30.997000-03:00,2026-08-25 00:00:00-03:00,2026-10-24 23:59:59-03:00,,5986S,SERV LOCACAO DE EQUIPAMENTO PARA EXAME DE MAPA,5986S,SERVIÇO,UNIDADE,1775.00,12.00,0.00,21300.00,0.00,0.00,,False,SAIRO PAULO COELHO SILVA,30 DIAS,2026-09-08 00:01:26.256305-03:00,2026-09-08 00:01:26.256306-03:00,9
13074,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,106280,PAPEL HIGIENICO ROLAO 09 CM X 300 M,106280,ITEM,UNIDADE,4.60,20232.00,0.00,93067.20,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260336-03:00,2026-09-08 00:01:26.260341-03:00,9
13075,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,105983,REFIL DE SABONETE EM ESPUMA 800 ML,105983,ITEM,UNIDADE,11.10,14832.00,0.00,164635.20,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260342-03:00,2026-09-08 00:01:26.260343-03:00,9
13076,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,45033,PAPEL TOALHA ROLO C/ 200M,45033,ITEM,ROLO,11.40,34272.00,0.00,390700.80,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260344-03:00,2026-09-08 00:01:26.260344-03:00,9
13077,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,328,COPO DESCARTAVEL TRANSPARENTE 200ML PCT C/ 100 UNIDADES,328,ITEM,PACOTE,4.50,43200.00,0.00,194400.00,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260345-03:00,2026-09-08 00:01:26.260345-03:00,9
13078,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,37648,DISPENSER P/ PAPEL HIGIENICO ROLAO,37648,ITEM,UNIDADE,26.00,201.00,0.00,5226.00,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260346-03:00,2026-09-08 00:01:26.260347-03:00,9
13079,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,107006,ALCOOL ETILICO 77° GL 70° INPM ESPUMA ANTISSEPTICO 800 ML,107006,ITEM,UNIDADE,15.60,11664.00,0.00,181958.40,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260347-03:00,2026-09-08 00:01:26.260348-03:00,9
13080,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,107043,DISPENSER TRANSPARENTE P/ ALCOOL ESPUMA REFIL 800 ML,107043,ITEM,UNIDADE,34.00,419.00,0.00,14246.00,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260349-03:00,2026-09-08 00:01:26.260349-03:00,9
13081,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,23724,LIXEIRA COLETORA DE COPOS,23724,ITEM,UNIDADE,27.79,132.00,0.00,3668.28,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260350-03:00,2026-09-08 00:01:26.260350-03:00,9
13082,4741,3502,30,HRDIII,HOSPITAL REGIONAL DE DOURADOS ,30.2026.01300.5,"<span id=""docs-internal-guid-188b2e01-7fff-877d-ba4b-64d1ab090ef3""><span style=""font-size: 12pt; font-family: Aptos; font-variant-numeric: normal; font-variant-east-asian: normal; font-variant-alternates: normal; font-variant- normal; font-variant-emoji: normal; vertical-align: baseline; white-space-collapse: preserve;"">  <p style=""text-align:justify""><span style=""font-size: 12pt; 107%; font-family: Arial, sans-serif;"">Trata-se de contrata&#231;&#227;o de empresa para fornecimento de insumos para higieniza&#231;&#227;o com dispensers.</span></p>  </span></span>",DIEGO BATISTA DA SILVA E SOUZA,BÁRBARA ANDRADE MACHADO,2026-09-03 20:56:14.783000-03:00,57633815000125,LEBLON HOSPITALAR LTDA,30.2026.01300-104,-,Vigente,False,,,2026-09-03 20:56:14.783000-03:00,2027-09-03 20:56:14.783000-03:00,,56442,DISPENSER TRANSPARENTE P/ COPOS DESCARTAVEIS DE 200ML,56442,ITEM,UNIDADE,36.00,237.00,0.00,8532.00,0.00,0.00,CTP30.2026.MAI.01300,False,LUANA RODRIGUES DE SOUSA,30 DIAS,2026-09-08 00:01:26.260351-03:00,2026-09-08 00:01:26.260352-03:00,9
